Gene	full_length	coding_length	GC	CpG	RepliSeq_ENCFF001GNK_GM12878	RepliSeq_ENCFF001GNN_GM12878	RepliSeq_ENCFF001GOW_HeLa-S3	RepliSeq_ENCFF001GRX_K562	RepliSeq_ENCFF001GOA_GM12878	RepliSeq_ENCFF001GSJ_K562	RepliSeq_ENCFF001GSP_K562	RepliSeq_ENCFF001GTK_MCF-7	RepliSeq_ENCFF001GNT_GM12878	RepliSeq_ENCFF001GNR_GM12878	RepliSeq_ENCFF001GNX_GM12878	RepliSeq_ENCFF001GSN_K562	RepliSeq_ENCFF001GSB_K562	RepliSeq_ENCFF001GTH_MCF-7	RepliSeq_ENCFF001GSX_MCF-7	RepliSeq_ENCFF001GSF_K562	RepliSeq_ENCFF001GON_HeLa-S3	RepliSeq_ENCFF001GOQ_HeLa-S3	RepliSeq_ENCFF001GOS_HeLa-S3	RepliSeq_ENCFF001GOJ_HeLa-S3	RepliSeq_ENCFF001GTD_MCF-7	RepliSeq_ENCFF001GTF_MCF-7	RepliSeq_ENCFF001GSV_MCF-7
CGN	4.77114608703	1.85159914324	0.589	0.415	46.167	6.500	2.500	17.632	1.000	14.000	1.857	1.000	6.500	39.333	1.000	2.100	2.800	2.714	8.500	61.353	31.556	4.500	1.500	5.500	21.500	5.333	61.429
CGNL1	7.44479128326	1.96569194922	0.515	0.436	7.053	2.105	3.056	20.125	7.974	24.443	2.400	5.389	32.100	10.342	42.630	14.360	6.917	18.228	6.829	34.867	28.829	38.339	14.659	4.172	24.220	31.000	14.955
CGREF1	4.30560578959	0.255802836603	0.582	0.179	60.800	6.600	3.000	64.182	1.500	3.167	1.500	1.000	6.000	24.833	1.000	3.200	6.286	2.500	6.600	22.182	40.167	8.600	2.000	6.000	20.714	5.667	64.000
CGRRF1	4.84538968606	-0.00578235259401	0.407	0.316	34.154	3.000	2.600	12.778	1.500	23.071	2.000	1.000	16.154	44.294	1.800	2.000	5.250	8.700	7.500	56.000	51.000	21.167	1.667	4.200	38.000	28.769	16.200
CH25H	0.462575888042	-0.293358942691	0.605	0.596	49.000	5.500	2.333	2.000	2.000	32.833	6.000	34.600	7.500	35.800	1.000	37.857	5.000	37.500	8.500	16.500	45.857	11.000	2.500	5.000	3.500	10.333	5.000
CHAC1	1.75317662732	-0.336427664582	0.644	0.622	76.600	8.200	2.500	33.667	1.000	6.500	2.400	1.000	1.000	12.800	1.000	3.500	5.500	2.500	9.800	46.125	21.800	3.000	2.333	7.000	5.500	3.667	77.000
CHAC2	2.89025211516	-0.849440323425	0.440	0.378	10.800	1.000	3.667	11.400	14.600	29.000	8.167	18.000	30.571	17.000	25.714	19.286	8.000	29.500	7.500	25.143	29.800	33.000	8.667	5.000	15.500	21.500	8.000
CHAD	2.12928301694	0.107018249882	0.615	0.595	41.200	4.000	3.333	40.600	1.000	6.500	2.500	1.000	5.400	47.500	1.000	5.000	4.000	2.000	8.000	42.333	25.400	4.500	2.000	5.000	15.500	3.500	69.500
CHADL	3.51374338459	1.19282540355	0.707	0.592	76.800	10.000	2.500	81.000	1.000	3.000	3.000	1.000	1.000	10.800	1.000	1.000	6.600	3.000	6.500	5.000	6.500	3.000	1.500	6.000	6.500	4.333	79.000
CHAF1A	5.34819700308	1.52004502404	0.578	0.538	54.000	1.600	3.143	72.591	1.000	1.000	2.167	1.500	4.800	38.533	1.000	1.000	5.833	1.600	7.692	19.737	29.455	6.786	2.500	6.143	19.667	5.750	64.750
CHAF1B	4.97439164418	0.745882688902	0.508	0.462	39.857	3.857	2.500	12.571	1.500	30.500	4.167	1.500	14.500	39.308	1.250	4.000	5.500	5.000	7.000	43.526	36.846	20.000	5.000	5.500	32.071	12.833	42.143
CHAMP1	3.69977370518	1.28451413324	0.465	0.219	41.167	6.000	3.000	39.700	1.000	13.143	5.500	2.500	20.500	28.200	3.500	5.000	7.000	6.000	9.000	29.333	20.000	6.500	3.500	7.000	36.000	22.429	24.250
CHAT	5.80761252317	1.1915626507	0.591	0.497	5.182	1.500	3.111	6.500	2.500	47.882	5.300	5.357	56.391	12.529	22.762	26.464	4.900	23.643	5.500	8.778	40.000	12.500	3.000	4.500	19.182	37.800	8.409
CHCHD1	0.677169938818	-1.49817873458	0.551	0.947	63.500	9.000	3.000	64.600	1.000	3.000	2.000	1.000	2.500	24.333	1.000	3.000	6.500	2.667	6.000	21.000	27.500	3.000	2.600	7.600	25.000	5.500	60.333
CHCHD10	1.0969364825	-1.16165326348	0.723	0.546	72.500	10.000	3.500	69.200	3.000	1.000	1.500	1.000	1.000	12.500	1.000	3.500	6.000	1.000	7.000	20.000	16.500	2.500	2.333	7.667	20.286	7.000	64.167
CHCHD2	2.34170116393	-0.988504361162	0.599	0.354	7.571	2.500	12.800	18.800	20.600	19.800	6.000	26.667	23.500	8.500	38.143	26.167	4.750	26.000	12.500	24.200	25.000	20.000	15.500	6.400	14.500	13.500	6.714
CHCHD3	8.21575624226	-0.432454552356	0.503	0.479	2.953	3.806	14.067	5.361	13.940	33.354	12.761	12.833	29.646	5.625	50.132	35.932	7.698	32.289	7.176	6.369	7.902	28.427	40.931	4.375	13.688	26.377	7.882
CHCHD4	3.67750824226	-1.03800632258	0.501	0.265	4.500	4.000	3.000	32.857	3.000	17.714	1.500	1.000	42.500	9.667	36.333	2.500	4.500	4.500	5.667	41.500	45.200	20.000	4.500	4.333	38.333	20.833	29.500
CHCHD5	2.20288783347	-1.59946207042	0.624	0.530	53.500	2.667	1.500	54.333	1.000	4.000	4.000	1.500	9.000	33.000	1.000	1.000	4.500	3.000	5.400	31.333	19.200	3.000	2.500	9.500	38.000	24.800	27.333
CHCHD6	8.00113229657	-0.498178734579	0.599	0.430	6.379	3.231	5.389	16.451	6.873	32.310	6.733	2.000	37.466	12.431	35.100	20.386	5.696	12.649	5.949	23.221	18.328	34.167	29.098	3.929	31.725	34.306	11.714
CHCHD7	2.84016106714	-1.41888982477	0.417	0.436	19.400	3.500	15.000	8.333	1.500	33.571	2.000	19.571	24.500	48.500	3.000	6.000	1.500	34.400	9.000	48.167	10.500	25.500	36.833	5.500	8.500	22.000	6.500
CHD1	6.15645729395	2.35895882583	0.390	0.302	29.128	2.933	19.360	20.432	2.429	31.175	6.050	21.000	20.410	42.047	3.643	13.308	2.769	34.692	7.353	26.884	10.214	24.214	32.062	7.467	10.519	22.207	6.333
CHD1L	6.93869746118	1.42814239098	0.477	0.318	3.200	1.875	23.844	5.467	9.432	32.649	7.774	11.714	32.327	6.259	47.939	43.100	6.412	32.382	5.895	7.200	3.053	19.286	46.850	5.643	13.167	30.714	6.944
CHD2	6.9964678394	2.45549162063	0.460	0.395	56.684	10.021	2.429	39.556	2.556	7.633	3.167	1.250	3.875	30.875	1.000	3.217	6.909	4.160	7.840	39.836	41.396	11.833	2.167	6.278	31.460	8.045	47.800
CHD3	4.80493122063	2.65007520892	0.560	0.506	27.444	4.167	2.000	21.615	1.000	10.909	6.800	1.000	14.786	52.900	1.000	5.500	7.857	2.000	6.833	45.846	42.286	10.500	2.000	4.500	39.556	7.833	43.182
CHD4	5.22311358858	2.52004502404	0.510	0.387	71.056	13.556	2.500	69.167	1.000	4.000	4.500	2.000	2.500	11.750	1.000	2.000	10.429	3.333	7.900	10.167	12.500	2.429	1.667	9.500	12.556	4.143	70.923
CHD5	6.29182454218	2.55139296803	0.593	0.552	42.200	5.154	3.000	37.351	1.000	15.242	3.900	2.000	13.231	38.172	1.500	3.111	5.176	2.875	7.412	36.394	36.895	6.167	2.500	6.333	20.375	6.167	61.613
CHD6	7.75749668651	3.02591469875	0.501	0.349	17.297	3.879	3.423	20.099	1.750	17.853	2.680	1.000	23.637	52.782	2.364	2.897	5.957	4.167	5.806	50.824	22.843	41.435	23.333	4.261	43.712	17.844	28.544
CHD7	7.56424858849	3.16848158457	0.490	0.374	46.511	4.771	6.567	9.300	1.667	40.719	5.070	6.091	9.178	38.392	1.625	32.845	4.440	22.128	4.633	9.558	16.412	38.033	28.015	3.783	20.342	39.969	7.707
CHD8	5.70334991517	2.95401014418	0.491	0.344	35.786	2.250	1.800	53.263	1.500	1.500	4.250	1.000	15.933	43.364	1.333	1.750	8.188	3.500	6.167	32.094	34.118	25.000	5.200	5.167	28.800	9.636	49.579
CHD9	8.09016536163	3.12498976998	0.410	0.298	13.008	4.826	17.632	16.205	5.339	34.665	5.762	4.351	39.667	16.556	23.441	25.117	6.339	9.151	7.130	13.806	11.367	19.383	32.541	6.915	33.965	25.423	23.351
CHDH	4.9115477845	0.83349733686	0.635	0.562	11.000	2.000	2.500	13.533	2.000	31.565	6.538	3.750	49.625	21.929	14.300	37.955	7.636	7.750	8.375	4.000	33.333	42.333	6.800	4.000	30.923	38.733	11.000
CHEK1	5.67584415263	0.765534746363	0.451	0.454	23.188	3.833	13.056	35.429	1.500	17.520	3.333	9.000	26.467	34.793	11.579	3.429	3.538	17.684	6.833	38.970	23.214	16.500	22.316	6.818	24.500	21.600	20.423
CHEK2	5.75734333564	0.844787350079	0.458	0.266	43.355	6.588	3.833	50.121	1.000	5.727	4.867	2.857	13.227	35.194	2.500	4.822	12.250	3.538	7.950	26.067	19.136	2.714	4.000	8.867	10.846	5.500	69.889
CHERP	4.61847360308	1.45838200416	0.646	0.594	63.750	9.429	3.556	57.000	1.000	4.000	3.000	1.000	2.600	23.000	1.000	1.500	4.667	2.500	7.500	29.812	25.833	6.500	2.333	6.000	13.833	5.500	71.091
CHFR	5.56276139575	1.06004738367	0.571	0.607	18.778	2.500	9.500	15.565	1.500	32.897	3.167	2.167	37.556	19.200	21.846	16.158	7.846	11.100	8.167	24.783	13.250	27.636	40.118	2.667	34.071	27.385	17.235
CHGA	3.60845443797	0.455228571117	0.619	0.383	60.429	5.667	3.000	12.500	1.000	33.333	4.857	1.000	3.500	29.500	1.000	8.500	6.500	6.500	6.500	34.400	48.000	22.500	1.000	4.500	35.500	17.333	34.000
CHGB	3.81064874778	1.02219023963	0.525	0.323	32.833	5.400	1.333	26.375	1.000	12.857	1.000	6.500	11.200	49.167	1.500	2.500	4.200	22.714	7.167	54.333	47.500	18.857	3.500	4.667	18.167	35.667	9.600
CHI3L1	2.97526332168	0.200378797984	0.552	0.389	61.667	9.333	3.000	21.000	1.000	19.167	3.000	1.000	4.400	23.500	1.000	2.500	4.667	3.500	3.000	49.600	19.000	51.000	16.500	4.500	46.500	26.500	20.667
CHI3L2	3.98020813973	0.226508529809	0.494	0.140	57.333	10.000	17.000	8.167	1.000	35.750	5.500	2.500	5.333	27.250	1.000	23.800	5.200	15.000	5.500	21.000	7.800	27.000	38.667	4.000	31.000	34.143	12.000
CHIA	4.89311947584	0.513995979367	0.543	0.315	61.062	6.091	15.300	5.556	1.000	41.118	4.750	3.400	3.800	26.667	1.000	26.188	2.667	10.600	7.444	19.500	5.500	23.167	49.857	3.500	34.500	27.000	17.818
CHIC1	6.95374248816	-0.573466861883	0.503	0.758	1.667	15.479	24.347	11.419	53.986	13.458	23.507	25.702	2.048	1.200	27.887	42.644	6.757	26.490	19.115	2.905	4.071	18.031	45.160	6.920	6.167	15.487	7.548
CHIC2	5.7776301206	-1.0144995697	0.446	0.821	3.000	2.800	8.200	17.697	13.074	12.696	15.652	34.000	22.083	3.833	54.062	45.410	7.737	35.607	9.222	2.857	20.158	33.517	20.600	5.333	3.000	15.000	4.417
CHID1	5.56071495447	0.32653734814	0.593	0.517	64.478	11.333	2.500	76.900	1.000	3.400	2.200	1.000	1.500	21.400	1.000	1.500	3.778	1.833	6.778	14.095	15.222	3.000	2.500	6.571	12.455	3.600	74.963
CHIT1	3.77125175188	0.483364360713	0.574	0.304	66.500	11.000	2.000	19.200	1.000	19.875	4.333	1.000	3.500	18.600	1.000	3.000	6.000	5.500	5.000	46.286	25.500	47.500	13.000	4.667	40.833	26.000	21.500
CHKA	6.09872693657	0.455228571117	0.511	0.737	59.455	5.043	2.857	46.979	3.222	7.571	2.571	1.000	3.529	27.727	1.000	1.333	2.000	3.000	9.154	41.705	20.136	2.600	2.154	6.818	16.500	5.333	65.032
CHKB	2.01506932172	0.244887059124	0.573	0.566	69.600	6.000	2.000	55.714	1.000	3.500	5.000	2.333	2.000	20.600	1.000	3.400	5.000	2.500	6.667	27.857	24.000	4.500	2.000	5.500	11.000	5.500	72.000
CHL1	7.73348314692	1.87656605875	0.426	0.295	4.500	22.955	23.299	7.348	27.904	2.824	32.221	9.468	13.822	6.429	24.703	4.568	54.310	2.611	76.847	1.636	8.079	24.095	36.690	9.000	1.467	2.192	6.921
CHM	7.54214194839	0.98185265329	0.411	0.302	1.667	55.716	45.235	8.261	34.701	3.556	41.950	28.395	1.300	1.000	8.462	16.366	29.082	7.229	56.670	2.571	1.500	2.500	12.447	36.672	1.900	2.278	5.237
CHML	2.82089374923	0.976730220677	0.399	0.282	2.000	1.500	1.500	13.500	11.286	35.000	4.500	13.400	28.167	10.667	47.500	11.800	4.000	22.000	6.500	31.000	42.000	18.000	2.667	6.000	16.500	27.000	13.833
CHMP1A	3.73930807086	-0.434402824146	0.626	0.595	72.091	8.500	2.000	84.200	2.000	1.500	1.500	1.667	1.000	15.500	1.000	1.000	3.600	4.000	9.600	8.000	13.500	2.500	3.000	8.500	11.000	3.500	69.800
CHMP1B	1.61353165292	-0.744197163397	0.543	0.837	8.600	1.000	2.333	23.200	1.500	25.286	2.500	1.500	48.100	26.000	15.600	5.667	2.500	14.000	4.500	41.000	27.500	4.000	2.000	5.600	25.167	47.286	7.667
CHMP2A	1.83147193285	-0.586405917591	0.550	0.470	51.500	5.500	2.333	64.833	1.000	2.400	5.500	1.500	8.500	31.400	1.667	4.500	7.500	4.000	8.000	14.889	25.000	4.000	2.000	7.333	24.333	10.667	51.333
CHMP2B	4.82201627063	-0.646112163715	0.388	0.466	2.667	23.500	1.667	7.600	53.368	17.684	32.478	27.600	4.889	1.000	15.714	29.111	13.929	34.923	5.857	2.000	28.312	44.667	14.300	5.300	6.667	18.500	6.400
CHMP3	5.90852472416	-0.586405917591	0.498	0.232	6.905	4.333	1.800	8.556	1.000	45.974	6.100	1.500	46.552	34.000	7.278	19.394	4.545	6.636	5.909	15.667	39.773	32.200	3.500	5.500	37.278	33.800	15.056
CHMP4A	2.08746284125	-0.33097323449	0.532	0.427	72.000	8.000	2.000	62.750	1.000	3.500	6.000	1.000	4.333	14.333	1.000	2.000	6.750	3.500	7.333	18.500	22.000	5.400	2.500	6.400	25.500	7.500	55.333
CHMP4B	5.42841042536	-0.573466861883	0.537	0.693	62.706	9.833	3.400	50.692	1.000	3.143	2.000	1.000	2.400	23.231	1.000	1.500	6.111	1.571	7.667	36.667	28.500	4.500	2.000	6.500	20.500	5.222	63.400
CHMP4C	4.75814324789	-0.516635639287	0.482	0.471	6.200	2.800	7.000	7.833	12.167	7.111	35.783	36.091	36.000	6.900	35.955	22.800	12.833	24.700	18.333	14.611	25.250	25.000	17.286	5.500	2.667	13.714	5.000
CHMP5	4.10358156368	-0.60603472434	0.460	0.355	58.250	6.800	3.000	46.867	1.000	7.400	3.800	2.429	5.333	27.250	1.500	1.000	6.833	3.000	5.800	34.214	9.000	3.000	3.500	10.333	13.714	4.000	72.111
CHMP6	3.05189409233	-0.729770092762	0.594	0.557	42.286	5.500	3.000	74.000	1.500	2.000	5.500	1.000	14.000	35.500	1.500	1.000	1.333	1.500	7.000	15.500	20.000	3.500	2.667	7.600	11.500	5.000	73.500
CHMP7	4.19880843205	0.442545456105	0.570	0.448	20.300	2.000	3.500	25.857	1.000	14.143	1.500	1.000	31.167	44.444	3.286	3.000	2.667	3.500	5.667	54.154	30.000	3.000	1.600	6.500	46.111	26.000	17.625
CHN1	7.68696267584	0.633198686374	0.444	0.368	11.113	3.069	6.688	6.000	5.175	21.421	16.815	8.521	36.377	29.092	18.104	40.245	5.149	24.222	6.237	11.738	21.398	35.022	20.877	5.268	19.911	34.286	8.824
CHN2	8.52273452139	0.942608336112	0.481	0.477	3.313	8.803	19.010	15.032	33.070	32.807	5.120	24.943	13.836	3.468	38.444	22.775	4.735	33.347	8.538	24.583	21.718	20.000	20.416	10.243	10.970	20.823	5.684
CHODL	8.45133888773	-0.0649174766813	0.468	0.346	6.435	10.267	46.486	5.171	27.285	4.833	37.981	25.941	21.750	9.887	34.454	12.822	38.024	5.464	58.478	2.909	1.750	5.456	27.743	18.717	1.875	2.786	5.892
CHORDC1	4.51954190458	-0.00578235259401	0.403	0.277	1.500	19.900	43.500	7.667	46.125	19.154	28.154	44.455	2.500	1.500	29.615	28.824	12.500	23.250	21.167	4.500	1.000	4.333	22.500	27.857	2.667	6.167	2.500
CHP1	5.66240491054	-0.773491470191	0.494	0.591	37.233	5.500	3.200	48.467	1.500	3.500	1.333	1.500	6.867	48.036	1.500	1.667	3.333	2.571	9.333	43.071	41.591	11.333	1.833	6.125	35.538	8.462	43.310
CHP2	2.11270013275	-0.766111939826	0.565	0.642	60.000	4.800	4.333	70.429	1.000	2.500	2.000	7.000	4.000	31.200	1.500	4.000	5.500	23.500	6.500	15.800	29.000	40.500	12.500	5.333	22.000	29.500	11.500
CHPF	2.26873380108	1.21723071622	0.672	0.638	6.500	2.000	3.500	49.833	1.000	6.500	4.667	1.000	49.400	34.500	7.500	3.333	10.000	2.500	6.500	25.750	39.800	28.500	4.333	5.000	32.500	12.500	45.000
CHPF2	2.66425526799	1.24245007368	0.625	0.485	29.500	3.400	2.500	37.000	1.667	8.000	3.667	1.000	18.000	47.500	1.000	2.500	6.000	2.000	6.000	42.500	45.500	18.500	2.000	4.000	37.667	15.600	38.000
CHPT1	4.97407036702	0.284514133244	0.460	0.591	44.579	3.167	1.500	19.909	2.500	32.867	4.333	3.500	8.571	41.812	1.333	6.714	5.143	18.231	6.500	32.842	37.900	36.500	7.222	4.857	26.500	32.667	13.071
CHRAC1	2.54991555362	-1.3473987824	0.481	0.577	42.167	5.000	3.000	56.667	1.000	4.333	2.000	1.000	11.000	39.400	1.600	2.500	6.500	4.500	6.000	28.625	29.500	3.000	2.000	5.333	22.400	9.500	57.200
CHRD	3.28732453099	1.51853513898	0.658	0.484	26.000	3.000	2.000	54.429	1.000	10.833	4.000	1.000	30.600	31.714	8.600	2.500	4.000	2.000	8.000	25.167	32.000	12.500	2.500	6.000	36.500	10.667	42.000
CHRDL1	6.93313589254	0.458382004156	0.476	0.322	4.318	17.613	25.660	14.250	27.000	33.253	7.000	23.698	17.860	3.667	30.260	21.056	6.897	27.204	10.633	18.960	1.615	16.087	42.812	10.885	14.455	18.933	6.719
CHRDL2	5.12755074332	0.554834395894	0.594	0.392	11.300	2.000	3.000	17.190	2.500	19.550	4.500	1.000	33.750	49.400	2.000	2.500	3.000	3.500	7.000	53.696	30.000	5.500	2.000	6.000	43.833	20.857	24.692
CHRFAM7A	5.01890118331	0.305678743242	0.586	0.670	30.200	9.000	20.364	15.000	17.500	31.250	40.000	13.857	11.000	18.333	19.167	11.500	11.500	35.500	8.625	11.000	8.364	21.769	24.167	15.444	9.000	15.286	18.125
CHRM1	3.68504308948	0.464668267003	0.612	0.407	66.833	8.400	2.667	67.333	1.500	1.600	2.000	1.000	3.500	19.167	1.000	1.500	5.500	3.500	5.000	20.833	26.500	3.500	3.000	5.000	16.000	5.400	69.333
CHRM2	7.21308477291	0.483364360713	0.469	0.157	1.833	31.119	33.000	5.694	46.874	6.057	41.408	14.145	2.167	1.250	16.920	35.528	9.591	2.722	70.316	1.722	1.286	4.333	14.239	44.450	2.800	3.565	6.324
CHRM3	9.04581425619	0.823749360308	0.520	0.488	2.293	83.151	40.226	5.861	13.402	2.392	14.312	10.352	1.125	1.000	1.429	3.074	75.319	4.173	74.070	1.724	1.417	3.167	17.363	42.688	2.218	2.381	8.091
CHRM4	0.861558419572	0.523060061795	0.606	0.579	70.000	7.500	3.500	70.167	1.000	5.000	4.500	1.000	2.000	19.000	1.000	2.000	5.500	2.667	7.000	13.400	17.000	4.000	2.600	7.000	19.000	5.000	65.500
CHRM5	6.59665194098	0.67446065156	0.523	0.241	24.023	3.444	2.556	16.500	2.000	23.413	5.368	3.375	23.610	48.614	2.667	2.364	6.731	11.250	6.714	49.576	44.268	27.333	4.100	5.000	34.219	32.326	11.935
CHRNA1	4.07707205337	0.532067552289	0.515	0.486	17.000	4.000	3.000	5.000	1.000	32.000	13.800	2.833	36.500	37.500	4.500	38.900	4.500	14.000	6.667	5.500	28.800	41.667	12.833	5.500	28.600	34.571	13.500
CHRNA10	2.5355553334	0.432959407276	0.650	0.692	56.714	5.600	3.500	39.833	1.500	3.500	1.500	2.000	7.500	27.500	1.333	3.000	5.500	4.500	6.667	47.000	49.500	21.500	3.333	4.500	42.556	16.167	27.800
CHRNA2	4.28806320033	0.666302128173	0.595	0.505	26.333	4.000	3.600	25.750	1.000	15.571	4.000	1.667	30.286	26.500	11.500	5.167	8.000	4.000	5.000	41.167	50.500	17.333	4.000	5.333	39.500	22.818	27.250
CHRNA3	4.81982143616	0.671746266863	0.518	0.518	33.933	4.000	3.000	19.000	1.333	32.053	1.000	1.000	11.700	47.000	2.000	6.143	5.000	3.500	7.000	36.500	44.909	22.077	3.714	3.500	42.308	24.727	22.250
CHRNA4	4.1768812301	0.911499848861	0.641	0.721	22.778	4.000	2.500	14.500	1.000	22.286	4.500	1.000	25.300	46.167	1.333	6.000	5.500	2.000	6.000	46.929	46.000	32.500	3.500	4.000	41.500	13.500	35.500
CHRNA5	4.89481776331	0.489542935642	0.421	0.678	39.647	4.667	2.571	20.688	1.500	24.562	2.200	1.000	9.333	43.619	1.500	4.889	4.900	4.167	6.400	43.278	40.500	17.600	4.500	4.000	39.889	25.778	21.750
CHRNA6	4.01346225981	0.567545447644	0.450	0.280	47.750	5.000	2.500	17.333	1.333	32.875	2.000	2.200	11.800	33.375	1.000	2.667	5.400	11.833	8.500	41.727	35.286	35.833	8.600	5.000	33.714	38.000	9.500
CHRNA7	7.12617788339	0.671746266863	0.593	0.672	5.333	5.300	33.204	8.077	24.917	3.792	48.075	45.127	21.672	2.895	41.681	28.163	11.510	24.333	17.577	2.250	1.400	7.722	47.545	8.500	2.250	6.839	5.375
CHRNA9	4.31389883555	0.523060061795	0.494	0.422	78.778	8.571	4.500	30.600	1.000	11.000	2.000	1.500	1.000	9.333	1.500	4.000	5.200	3.500	8.000	47.500	15.167	2.500	2.500	10.500	25.750	8.857	52.500
CHRNB1	3.64696905038	0.587845009254	0.574	0.610	71.500	9.000	3.000	72.000	1.125	4.800	3.667	2.000	1.000	17.800	1.000	1.500	3.500	2.667	8.333	15.250	15.167	3.000	2.000	8.000	10.500	4.500	72.100
CHRNB2	3.59657740505	0.59072177001	0.607	0.755	57.444	5.500	2.333	18.429	1.500	17.667	2.000	1.000	3.500	30.833	1.000	2.000	8.333	2.500	4.500	50.556	39.000	31.500	3.600	4.000	50.000	22.000	21.000
CHRNB3	5.3230817895	0.458382004156	0.441	0.541	35.632	7.364	2.333	11.789	1.333	36.963	3.000	1.500	12.273	42.923	1.500	5.000	3.000	10.455	8.000	40.826	27.067	44.875	10.455	5.778	36.238	35.235	9.692
CHRNB4	4.08338358771	0.741574847419	0.584	0.505	32.300	4.000	2.500	12.833	1.500	39.111	1.000	1.000	11.500	49.714	1.500	6.000	3.000	3.500	7.000	38.778	44.800	29.500	3.500	3.500	44.889	24.500	19.667
CHRND	3.39314158449	0.633198686374	0.587	0.392	7.500	1.500	2.000	13.000	1.000	37.667	6.800	1.000	54.833	30.333	4.667	7.833	4.500	3.000	5.000	30.000	36.333	34.714	4.500	4.000	31.000	7.667	52.800
CHRNE	2.40762467557	0.564622052437	0.612	0.862	62.600	8.500	4.000	65.600	1.000	2.500	5.500	1.500	2.500	24.333	1.500	3.000	5.000	3.000	7.000	18.000	28.333	3.500	2.000	6.000	17.500	5.500	65.000
CHRNG	2.72290313856	0.633198686374	0.611	0.465	7.000	2.500	1.500	14.333	1.000	33.400	6.667	1.500	54.000	31.600	4.400	6.667	5.750	3.000	4.500	34.167	36.667	33.500	4.000	4.500	29.667	7.500	54.000
CHST1	4.16735792774	0.302172799741	0.662	0.826	6.000	3.571	8.500	18.000	1.500	18.100	2.000	2.000	47.429	26.750	14.750	3.667	3.000	7.500	6.000	55.182	5.500	35.833	43.857	3.000	29.833	18.000	37.250
CHST10	4.68980233849	0.0949116470255	0.493	0.540	3.500	2.571	11.400	7.167	31.500	35.867	8.833	1.500	15.556	2.500	44.643	35.125	6.333	12.167	6.500	6.000	4.500	29.200	46.750	3.857	31.500	38.700	9.571
CHST11	8.25314309828	0.0786098346964	0.548	0.596	40.521	4.042	2.211	16.711	1.333	37.393	3.609	7.462	9.000	45.115	1.167	5.843	4.934	26.570	5.950	34.389	30.750	43.149	8.239	4.674	17.263	34.979	7.632
CHST12	4.95521979535	0.312665173558	0.657	0.899	71.056	12.091	2.333	75.750	1.500	3.800	2.000	1.000	1.000	12.615	1.500	1.000	3.500	2.500	8.800	14.200	15.222	2.600	2.000	6.167	8.500	4.000	74.900
CHST13	4.24823120675	0.0328061450832	0.717	1.012	3.833	3.667	3.000	18.700	2.500	34.600	5.000	2.500	36.143	5.571	48.700	22.900	7.167	11.500	8.667	11.333	16.500	47.250	17.556	5.750	27.667	39.714	10.625
CHST14	1.13619138629	0.173767067737	0.656	0.610	65.778	7.500	2.500	52.167	1.000	4.500	2.500	1.000	1.000	24.143	1.000	1.000	4.167	2.000	6.500	36.500	37.500	4.000	2.000	6.500	22.000	3.500	65.500
CHST15	6.42529144608	0.890641243963	0.530	0.641	11.895	2.000	14.600	6.211	1.500	43.288	2.167	1.000	43.812	33.500	7.571	33.600	3.500	4.500	6.167	12.103	9.400	27.929	40.655	3.538	40.057	31.704	18.212
CHST2	2.08372396639	0.66902676551	0.667	0.798	45.750	3.500	7.000	28.000	1.500	18.500	4.800	23.000	7.667	40.600	1.000	3.000	8.000	38.800	7.500	38.000	13.200	37.000	35.200	3.500	6.500	19.500	4.667
CHST3	5.62067437698	0.523060061795	0.646	0.801	65.056	6.500	2.500	30.719	2.833	7.833	3.250	1.000	1.000	24.846	1.000	1.571	3.786	1.700	5.800	54.087	30.412	3.667	1.667	4.900	39.913	11.308	39.917
CHST4	3.64050524868	0.211635253327	0.557	0.437	34.714	2.333	5.333	4.333	1.000	36.250	2.500	3.400	12.000	49.500	1.000	4.000	2.500	20.000	6.500	49.857	18.000	42.500	26.167	3.500	22.667	38.500	9.000
CHST5	2.73140049856	0.302172799741	0.669	0.843	43.667	4.000	2.667	26.875	1.000	13.500	4.000	1.000	7.500	42.875	2.000	3.000	7.500	3.000	7.333	45.571	31.500	4.500	2.000	6.500	39.143	8.500	41.500
CHST6	4.45318830955	0.244887059124	0.674	0.907	37.333	6.167	3.000	28.556	1.000	9.182	2.600	1.000	7.000	47.889	1.000	3.000	6.143	4.500	9.889	50.286	30.300	3.500	1.500	7.000	37.923	7.556	39.900
CHST7	4.63284983012	0.543990719665	0.710	1.056	32.667	7.286	2.000	17.857	5.400	13.833	9.083	14.273	22.538	23.444	9.750	46.000	6.667	9.500	10.571	4.636	36.900	26.500	6.429	6.000	23.143	16.286	26.000
CHST8	7.24368811979	0.347098670622	0.645	0.776	2.391	2.842	11.867	8.529	9.333	39.112	7.048	2.133	32.561	8.562	44.804	37.841	5.705	9.722	5.633	3.667	9.000	24.132	47.900	3.500	31.683	41.780	9.935
CHST9	8.07525450478	0.410341104614	0.399	0.284	2.200	7.696	42.581	4.000	34.096	2.100	32.741	35.056	14.148	2.857	44.993	5.623	55.380	10.242	45.491	1.480	1.000	2.286	14.319	38.904	2.667	4.898	4.185
